strategy,feasible_fixed,fixed_expected_profit,feasible_bayes,bayes_expected_profit,bayes_profit_sd,bayes_profit_q05
0001001001000100,1,-87.136181,1,-158.488748,,
0001001001000101,0,-inf,0,-inf,,
0001001001000110,1,-56.050627,1,-114.069232,,
0001001001000111,0,-inf,0,-inf,,
0001000101000100,1,-90.388461,1,-163.091039,,
0001000101000101,0,-inf,0,-inf,,
0001000101000110,1,-59.302908,1,-118.579158,,
0001000101000111,0,-inf,0,-inf,,
0001001101000100,1,-61.112968,1,-118.745317,,
0001001101000101,0,-inf,0,-inf,,
0001001101000110,1,-37.13597,1,-84.563484,,
0001001101000111,0,-inf,0,-inf,,
0001000001100100,0,-inf,0,-inf,,
0001000001100101,0,-inf,0,-inf,,
0001000001100110,0,-inf,0,-inf,,
0001000001100111,0,-inf,0,-inf,,
0001001001100100,0,-inf,0,-inf,,
0001001001100101,0,-inf,0,-inf,,
0001001001100110,0,-inf,0,-inf,,
0001001001100111,0,-inf,0,-inf,,
0001000101100100,0,-inf,0,-inf,,
0001000101100101,0,-inf,0,-inf,,
0001000101100110,0,-inf,0,-inf,,
0001000101100111,0,-inf,0,-inf,,
0001001101100100,1,-41.162724,1,-87.640107,,
0001001101100101,0,-inf,0,-inf,,
0001001101100110,1,-23.583425,1,-62.462124,,
0001001101100111,0,-inf,0,-inf,,
0000100001000000,1,-120.962955,1,-211.232259,,
0000100001000001,0,-inf,0,-inf,,
0000100001000010,1,-81.979006,1,-155.064423,,
0000100001000011,0,-inf,0,-inf,,
0000101001000000,1,-89.048162,1,-161.705704,,
0000101001000001,0,-inf,0,-inf,,
0000101001000010,1,-57.962609,1,-117.286188,,
0000101001000011,0,-inf,0,-inf,,
0000100101000000,1,-92.300443,1,-166.30036,,
0000100101000001,0,-inf,0,-inf,,
0000100101000010,1,-61.214889,1,-121.788479,,
0000100101000011,0,-inf,0,-inf,,
0000101101000000,1,-62.833751,1,-121.561445,,
0000101101000001,0,-inf,0,-inf,,
0000101101000010,1,-38.856753,1,-87.379612,,
0000101101000011,0,-inf,0,-inf,,
0000100001100000,1,-50.061582,1,-102.654065,,
0000100001100001,0,-inf,0,-inf,,
0000100001100010,1,-32.482284,1,-77.476082,,
0000100001100011,0,-inf,0,-inf,,
0000101001100000,1,-46.809302,1,-97.189599,,
0000101001100001,0,-inf,0,-inf,,
0000101001100010,1,-29.230003,1,-72.011616,,
0000101001100011,0,-inf,0,-inf,,
0000100101100000,1,-50.061582,1,-101.454552,,
0000100101100001,0,-inf,0,-inf,,
0000100101100010,1,-32.482284,1,-76.276569,,
0000100101100011,0,-inf,0,-inf,,
0000101101100000,1,-46.391152,1,-95.456754,,
0000101101100001,0,-inf,0,-inf,,
0000101101100010,1,-28.811853,1,-70.278771,,
0000101101100011,0,-inf,0,-inf,,
0000100001000100,1,-120.962955,1,-211.232259,,
0000100001000101,0,-inf,0,-inf,,
0000100001000110,1,-81.979006,1,-155.064423,,
0000100001000111,0,-inf,0,-inf,,
0000101001000100,1,-89.048162,1,-161.705704,,
0000101001000101,0,-inf,0,-inf,,
0000101001000110,1,-57.962609,1,-117.286188,,
0000101001000111,0,-inf,0,-inf,,
0000100101000100,1,-92.300443,1,-166.30036,,
0000100101000101,0,-inf,0,-inf,,
0000100101000110,1,-61.214889,1,-121.788479,,
0000100101000111,0,-inf,0,-inf,,
0000101101000100,1,-62.833751,1,-121.561445,,
0000101101000101,0,-inf,0,-inf,,
0000101101000110,1,-38.856753,1,-87.379612,,
0000101101000111,0,-inf,0,-inf,,
0000100001100100,0,-inf,0,-inf,,
0000100001100101,0,-inf,0,-inf,,
0000100001100110,0,-inf,0,-inf,,
0000100001100111,0,-inf,0,-inf,,
0000101001100100,0,-inf,0,-inf,,
0000101001100101,0,-inf,0,-inf,,
0000101001100110,0,-inf,0,-inf,,
0000101001100111,0,-inf,0,-inf,,
0000100101100100,0,-inf,0,-inf,,
0000100101100101,0,-inf,0,-inf,,
0000100101100110,0,-inf,0,-inf,,
0000100101100111,0,-inf,0,-inf,,
0000101101100100,1,-42.711429,1,-90.112013,,
0000101101100101,0,-inf,0,-inf,,
0000101101100110,1,-25.13213,1,-64.93403,,
0000101101100111,0,-inf,0,-inf,,
0001100001000000,1,-113.315029,1,-197.904476,,
0001100001000001,0,-inf,0,-inf,,
0001100001000010,1,-74.331081,1,-141.736641,,
0001100001000011,0,-inf,0,-inf,,
0001101001000000,1,-82.16503,1,-150.00823,,
0001101001000001,0,-inf,0,-inf,,
0001101001000010,1,-51.079476,1,-105.588714,,
0001101001000011,0,-inf,0,-inf,,
0001100101000000,1,-85.41731,1,-154.594459,,
0001100101000001,0,-inf,0,-inf,,
0001100101000010,1,-54.331756,1,-110.082578,,
0001100101000011,0,-inf,0,-inf,,
0001101101000000,1,-56.638932,1,-111.288347,,
0001101101000001,0,-inf,0,-inf,,
0001101101000010,1,-32.661933,1,-77.106513,,
0001101101000011,0,-inf,0,-inf,,
0001100001100000,1,-44.486245,1,-93.628412,,
0001100001100001,0,-inf,0,-inf,,
0001100001100010,1,-26.906946,1,-68.450429,,
0001100001100011,0,-inf,0,-inf,,
0001101001100000,1,-41.233964,1,-88.163946,,
0001101001100001,0,-inf,0,-inf,,
0001101001100010,1,-23.654666,1,-62.985963,,
0001101001100011,0,-inf,0,-inf,,
0001100101100000,1,-44.486245,1,-92.428899,,
0001100101100001,0,-inf,0,-inf,,
0001100101100010,1,-26.906946,1,-67.250916,,
0001100101100011,0,-inf,0,-inf,,
0001101101100000,1,-40.815814,1,-86.4311,,
0001101101100001,0,-inf,0,-inf,,
0001101101100010,1,-23.236516,1,-61.253118,,
0001101101100011,0,-inf,0,-inf,,
0001100001000100,1,-113.315029,1,-197.904476,,
0001100001000101,0,-inf,0,-inf,,
0001100001000110,1,-74.331081,1,-141.736641,,
0001100001000111,0,-inf,0,-inf,,
0001101001000100,1,-82.16503,1,-150.00823,,
0001101001000101,0,-inf,0,-inf,,
0001101001000110,1,-51.079476,1,-105.588714,,
0001101001000111,0,-inf,0,-inf,,
0001100101000100,1,-85.41731,1,-154.594459,,
0001100101000101,0,-inf,0,-inf,,
0001100101000110,1,-54.331756,1,-110.082578,,
0001100101000111,0,-inf,0,-inf,,
0001101101000100,1,-56.638932,1,-111.288347,,
0001101101000101,0,-inf,0,-inf,,
0001101101000110,1,-32.661933,1,-77.106513,,
0001101101000111,0,-inf,0,-inf,,
0001100001100100,0,-inf,0,-inf,,
0001100001100101,0,-inf,0,-inf,,
0001100001100110,0,-inf,0,-inf,,
0001100001100111,0,-inf,0,-inf,,
0001101001100100,0,-inf,0,-inf,,
0001101001100101,0,-inf,0,-inf,,
0001101001100110,0,-inf,0,-inf,,
0001101001100111,0,-inf,0,-inf,,
0001100101100100,0,-inf,0,-inf,,
0001100101100101,0,-inf,0,-inf,,
0001100101100110,0,-inf,0,-inf,,
0001100101100111,0,-inf,0,-inf,,
0001101101100100,1,-37.136091,1,-81.08636,,
0001101101100101,0,-inf,0,-inf,,
0001101101100110,1,-19.556793,1,-55.908377,,
0001101101100111,0,-inf,0,-inf,,
0000010001000000,1,-125.919943,1,-218.212161,,
0000010001000001,0,-inf,0,-inf,,
0000010001000010,1,-86.935995,1,-162.044325,,
0000010001000011,0,-inf,0,-inf,,
0000011001000000,1,-93.509452,1,-167.828573,,
0000011001000001,0,-inf,0,-inf,,
0000011001000010,1,-62.423898,1,-123.409057,,
0000011001000011,0,-inf,0,-inf,,
0000010101000000,1,-96.761732,1,-172.441799,,
0000010101000001,0,-inf,0,-inf,,
0000010101000010,1,-65.676179,1,-127.929918,,
0000010101000011,0,-inf,0,-inf,,
0000011101000000,1,-66.848912,1,-126.948508,,
0000011101000001,0,-inf,0,-inf,,
0000011101000010,1,-42.871914,1,-92.766675,,
0000011101000011,0,-inf,0,-inf,,
0000010001100000,1,-53.675227,1,-107.388183,,
0000010001100001,0,-inf,0,-inf,,
0000010001100010,1,-36.095928,1,-82.2102,,
0000010001100011,0,-inf,0,-inf,,
0000011001100000,1,-50.422947,1,-101.923717,,
0000011001100001,0,-inf,0,-inf,,
0000011001100010,1,-32.843648,1,-76.745734,,
0000011001100011,0,-inf,0,-inf,,
0000010101100000,1,-53.675227,1,-106.18867,,
0000010101100001,0,-inf,0,-inf,,
0000010101100010,1,-36.095928,1,-81.010688,,
0000010101100011,0,-inf,0,-inf,,
0000011101100000,1,-50.004796,1,-100.190872,,
0000011101100001,0,-inf,0,-inf,,
0000011101100010,1,-32.425498,1,-75.012889,,
0000011101100011,0,-inf,0,-inf,,
0000010001000100,1,-125.919943,1,-218.212161,,
0000010001000101,0,-inf,0,-inf,,
0000010001000110,1,-86.935995,1,-162.044325,,
0000010001000111,0,-inf,0,-inf,,
0000011001000100,1,-93.509452,1,-167.828573,,
0000011001000101,0,-inf,0,-inf,,
0000011001000110,1,-62.423898,1,-123.409057,,
0000011001000111,0,-inf,0,-inf,,
0000010101000100,1,-96.761732,1,-172.441799,,
0000010101000101,0,-inf,0,-inf,,
0000010101000110,1,-65.676179,1,-127.929918,,
0000010101000111,0,-inf,0,-inf,,
0000011101000100,1,-66.848912,1,-126.948508,,
0000011101000101,0,-inf,0,-inf,,
0000011101000110,1,-42.871914,1,-92.766675,,
0000011101000111,0,-inf,0,-inf,,
0000010001100100,0,-inf,0,-inf,,
0000010001100101,0,-inf,0,-inf,,
0000010001100110,0,-inf,0,-inf,,
0000010001100111,0,-inf,0,-inf,,
0000011001100100,0,-inf,0,-inf,,
0000011001100101,0,-inf,0,-inf,,
0000011001100110,0,-inf,0,-inf,,
0000011001100111,0,-inf,0,-inf,,
0000010101100100,0,-inf,0,-inf,,
0000010101100101,0,-inf,0,-inf,,
0000010101100110,0,-inf,0,-inf,,
0000010101100111,0,-inf,0,-inf,,
0000011101100100,1,-46.325074,1,-94.846131,,
0000011101100101,0,-inf,0,-inf,,
0000011101100110,1,-28.745775,1,-69.668148,,
0000011101100111,0,-inf,0,-inf,,
0001010001000000,1,-117.776319,1,-204.029372,,
0001010001000001,0,-inf,0,-inf,,
0001010001000010,1,-78.792371,1,-147.861536,,
0001010001000011,0,-inf,0,-inf,,
0001011001000000,1,-86.18019,1,-155.381306,,
0001011001000001,0,-inf,0,-inf,,
0001011001000010,1,-55.094637,1,-110.96179,,
0001011001000011,0,-inf,0,-inf,,
0001010101000000,1,-89.432471,1,-159.984027,,
0001010101000001,0,-inf,0,-inf,,
0001010101000010,1,-58.346917,1,-115.472146,,
0001010101000011,0,-inf,0,-inf,,
0001011101000000,1,-60.252576,1,-116.016102,,
0001011101000001,0,-inf,0,-inf,,
0001011101000010,1,-36.275578,1,-81.834269,,
0001011101000011,0,-inf,0,-inf,,
0001010001100000,1,-47.738525,1,-97.783369,,
0001010001100001,0,-inf,0,-inf,,
0001010001100010,1,-30.159226,1,-72.605386,,
0001010001100011,0,-inf,0,-inf,,
0001011001100000,1,-44.486245,1,-92.318904,,
0001011001100001,0,-inf,0,-inf,,
0001011001100010,1,-26.906946,1,-67.140921,,
0001011001100011,0,-inf,0,-inf,,
0001010101100000,1,-47.738525,1,-96.583857,,
0001010101100001,0,-inf,0,-inf,,
0001010101100010,1,-30.159226,1,-71.405874,,
0001010101100011,0,-inf,0,-inf,,
0001011101100000,1,-44.068094,1,-90.586058,,
0001011101100001,0,-inf,0,-inf,,
0001011101100010,1,-26.488796,1,-65.408075,,
0001011101100011,0,-inf,0,-inf,,
0001010001000100,1,-117.776319,1,-204.029372,,
0001010001000101,0,-inf,0,-inf,,
0001010001000110,1,-78.792371,1,-147.861536,,
0001010001000111,0,-inf,0,-inf,,
0001011001000100,1,-86.18019,1,-155.381306,,
0001011001000101,0,-inf,0,-inf,,
0001011001000110,1,-55.094637,1,-110.96179,,
0001011001000111,0,-inf,0,-inf,,
0001010101000100,1,-89.432471,1,-159.984027,,
0001010101000101,0,-inf,0,-inf,,
0001010101000110,1,-58.346917,1,-115.472146,,
0001010101000111,0,-inf,0,-inf,,
0001011101000100,1,-60.252576,1,-116.016102,,
0001011101000101,0,-inf,0,-inf,,
0001011101000110,1,-36.275578,1,-81.834269,,
0001011101000111,0,-inf,0,-inf,,
0001010001100100,0,-inf,0,-inf,,
0001010001100101,0,-inf,0,-inf,,
0001010001100110,0,-inf,0,-inf,,
0001010001100111,0,-inf,0,-inf,,
0001011001100100,0,-inf,0,-inf,,
0001011001100101,0,-inf,0,-inf,,
0001011001100110,0,-inf,0,-inf,,
0001011001100111,0,-inf,0,-inf,,
0001010101100100,0,-inf,0,-inf,,
0001010101100101,0,-inf,0,-inf,,
0001010101100110,0,-inf,0,-inf,,
0001010101100111,0,-inf,0,-inf,,
0001011101100100,1,-40.388372,1,-85.241317,,
0001011101100101,0,-inf,0,-inf,,
0001011101100110,1,-22.809073,1,-60.063335,,
0001011101100111,0,-inf,0,-inf,,
0000110001000000,1,-119.688301,1,-207.270782,,
0000110001000001,0,-inf,0,-inf,,
0000110001000010,1,-80.704352,1,-151.102946,,
0000110001000011,0,-inf,0,-inf,,
0000111001000000,1,-87.900974,1,-158.226166,,
0000111001000001,0,-inf,0,-inf,,
0000111001000010,1,-56.81542,1,-113.80665,,
0000111001000011,0,-inf,0,-inf,,
0000110101000000,1,-91.153254,1,-162.820996,,
0000110101000001,0,-inf,0,-inf,,
0000110101000010,1,-60.0677,1,-118.309115,,
0000110101000011,0,-inf,0,-inf,,
0000111101000000,1,-61.801281,1,-118.505449,,
0000111101000001,0,-inf,0,-inf,,
0000111101000010,1,-37.824283,1,-84.323615,,
0000111101000011,0,-inf,0,-inf,,
0000110001100000,1,-49.132359,1,-99.968144,,
0000110001100001,0,-inf,0,-inf,,
0000110001100010,1,-31.553061,1,-74.790161,,
0000110001100011,0,-inf,0,-inf,,
0000111001100000,1,-45.880079,1,-94.503678,,
0000111001100001,0,-inf,0,-inf,,
0000111001100010,1,-28.30078,1,-69.325695,,
0000111001100011,0,-inf,0,-inf,,
0000110101100000,1,-49.132359,1,-98.768631,,
0000110101100001,0,-inf,0,-inf,,
0000110101100010,1,-31.553061,1,-73.590648,,
0000110101100011,0,-inf,0,-inf,,
0000111101100000,1,-45.461929,1,-92.770832,,
0000111101100001,0,-inf,0,-inf,,
0000111101100010,1,-27.88263,1,-67.59285,,
0000111101100011,0,-inf,0,-inf,,
0000110001000100,1,-119.688301,1,-207.270782,,
0000110001000101,0,-inf,0,-inf,,
0000110001000110,1,-80.704352,1,-151.102946,,
0000110001000111,0,-inf,0,-inf,,
0000111001000100,1,-87.900974,1,-158.226166,,
0000111001000101,0,-inf,0,-inf,,
0000111001000110,1,-56.81542,1,-113.80665,,
0000111001000111,0,-inf,0,-inf,,
0000110101000100,1,-91.153254,1,-162.820996,,
0000110101000101,0,-inf,0,-inf,,
0000110101000110,1,-60.0677,1,-118.309115,,
0000110101000111,0,-inf,0,-inf,,
0000111101000100,1,-61.801281,1,-118.505449,,
0000111101000101,0,-inf,0,-inf,,
0000111101000110,1,-37.824283,1,-84.323615,,
0000111101000111,0,-inf,0,-inf,,
0000110001100100,0,-inf,0,-inf,,
0000110001100101,0,-inf,0,-inf,,
0000110001100110,0,-inf,0,-inf,,
0000110001100111,0,-inf,0,-inf,,
0000111001100100,0,-inf,0,-inf,,
0000111001100101,0,-inf,0,-inf,,
0000111001100110,0,-inf,0,-inf,,
0000111001100111,0,-inf,0,-inf,,
0000110101100100,0,-inf,0,-inf,,
0000110101100101,0,-inf,0,-inf,,
0000110101100110,0,-inf,0,-inf,,
0000110101100111,0,-inf,0,-inf,,
0000111101100100,1,-41.782206,1,-87.426092,,
0000111101100101,0,-inf,0,-inf,,
0000111101100110,1,-24.202907,1,-62.248109,,
0000111101100111,0,-inf,0,-inf,,
0001110001000000,1,-111.785444,1,-193.796398,,
0001110001000001,0,-inf,0,-inf,,
0001110001000010,1,-72.801496,1,-137.628563,,
0001110001000011,0,-inf,0,-inf,,
0001111001000000,1,-80.788403,1,-146.400025,,
0001111001000001,0,-inf,0,-inf,,
0001111001000010,1,-49.702849,1,-101.980509,,
0001111001000011,0,-inf,0,-inf,,
0001110101000000,1,-84.040683,1,-150.986053,,
0001110101000001,0,-inf,0,-inf,,
0001110101000010,1,-52.95513,1,-106.474172,,
0001110101000011,0,-inf,0,-inf,,
0001111101000000,1,-55.399968,1,-108.119097,,
0001111101000001,0,-inf,0,-inf,,
0001111101000010,1,-31.422969,1,-73.937264,,
0001111101000011,0,-inf,0,-inf,,
0001110001100000,1,-43.371177,1,-90.842954,,
0001110001100001,0,-inf,0,-inf,,
0001110001100010,1,-25.791879,1,-65.664971,,
0001110001100011,0,-inf,0,-inf,,
0001111001100000,1,-40.118897,1,-85.378488,,
0001111001100001,0,-inf,0,-inf,,
0001111001100010,1,-22.539598,1,-60.200505,,
0001111001100011,0,-inf,0,-inf,,
0001110101100000,1,-43.371177,1,-89.643442,,
0001110101100001,0,-inf,0,-inf,,
0001110101100010,1,-25.791879,1,-64.465459,,
0001110101100011,0,-inf,0,-inf,,
0001111101100000,1,-39.700747,1,-83.645643,,
0001111101100001,0,-inf,0,-inf,,
0001111101100010,1,-22.121448,1,-58.46766,,
0001111101100011,0,-inf,0,-inf,,
0001110001000100,1,-111.785444,1,-193.796398,,
0001110001000101,0,-inf,0,-inf,,
0001110001000110,1,-72.801496,1,-137.628563,,
0001110001000111,0,-inf,0,-inf,,
0001111001000100,1,-80.788403,1,-146.400025,,
0001111001000101,0,-inf,0,-inf,,
0001111001000110,1,-49.702849,1,-101.980509,,
0001111001000111,0,-inf,0,-inf,,
0001110101000100,1,-84.040683,1,-150.986053,,
0001110101000101,0,-inf,0,-inf,,
0001110101000110,1,-52.95513,1,-106.474172,,
0001110101000111,0,-inf,0,-inf,,
0001111101000100,1,-55.399968,1,-108.119097,,
0001111101000101,0,-inf,0,-inf,,
0001111101000110,1,-31.422969,1,-73.937264,,
0001111101000111,0,-inf,0,-inf,,
0001110001100100,0,-inf,0,-inf,,
0001110001100101,0,-inf,0,-inf,,
0001110001100110,0,-inf,0,-inf,,
0001110001100111,0,-inf,0,-inf,,
0001111001100100,0,-inf,0,-inf,,
0001111001100101,0,-inf,0,-inf,,
0001111001100110,0,-inf,0,-inf,,
0001111001100111,0,-inf,0,-inf,,
0001110101100100,0,-inf,0,-inf,,
0001110101100101,0,-inf,0,-inf,,
0001110101100110,0,-inf,0,-inf,,
0001110101100111,0,-inf,0,-inf,,
0001111101100100,1,-36.021024,1,-78.300902,,
0001111101100101,0,-inf,0,-inf,,
0001111101100110,1,-18.441725,1,-53.122919,,
0001111101100111,0,-inf,0,-inf,,
0000000000001000,1,-241.536038,1,-406.428265,,
0000000000001001,0,-inf,0,-inf,,
0000000000001010,1,-161.152028,1,-284.821199,,
0000000000001011,0,-inf,0,-inf,,
0000001000001000,1,-199.755705,1,-336.86784,,
0000001000001001,0,-inf,0,-inf,,
0000001000001010,1,-131.410097,1,-235.000317,,
0000001000001011,0,-inf,0,-inf,,
0000000100001000,1,-204.712694,1,-344.47663,,
0000000100001001,0,-inf,0,-inf,,
0000000100001010,1,-136.367085,1,-242.462868,,
0000000100001011,0,-inf,0,-inf,,
0000001100001000,1,-165.977368,1,-281.313451,,
0000001100001001,0,-inf,0,-inf,,
0000001100001010,1,-108.466321,1,-196.654932,,
0000001100001011,0,-inf,0,-inf,,
0000000000101000,1,-152.069475,1,-260.01802,,
0000000000101001,0,-inf,0,-inf,,
0000000000101010,1,-104.309532,1,-190.488515,,
0000000000101011,0,-inf,0,-inf,,
0000001000101000,1,-147.112486,1,-250.837374,,
0000001000101001,0,-inf,0,-inf,,
0000001000101010,1,-99.352543,1,-181.307869,,
0000001000101011,0,-inf,0,-inf,,
0000000100101000,1,-152.069475,1,-257.998845,,
0000000100101001,0,-inf,0,-inf,,
0000000100101010,1,-104.309532,1,-188.46934,,
0000000100101011,0,-inf,0,-inf,,
0000001100101000,1,-146.475159,1,-247.922293,,
0000001100101001,0,-inf,0,-inf,,
0000001100101010,1,-98.715216,1,-178.392788,,
0000001100101011,0,-inf,0,-inf,,
0000000000001100,1,-241.536038,1,-406.428265,,
0000000000001101,0,-inf,0,-inf,,
0000000000001110,1,-161.152028,1,-284.821199,,
0000000000001111,0,-inf,0,-inf,,
0000001000001100,1,-199.755705,1,-336.86784,,
0000001000001101,0,-inf,0,-inf,,
0000001000001110,1,-131.410097,1,-235.000317,,
0000001000001111,0,-inf,0,-inf,,
0000000100001100,1,-204.712694,1,-344.47663,,
0000000100001101,0,-inf,0,-inf,,
0000000100001110,1,-136.367085,1,-242.462868,,
0000000100001111,0,-inf,0,-inf,,
0000001100001100,1,-165.977368,1,-281.313451,,
0000001100001101,0,-inf,0,-inf,,
0000001100001110,1,-108.466321,1,-196.654932,,
0000001100001111,0,-inf,0,-inf,,
0000000000101100,0,-inf,0,-inf,,
0000000000101101,0,-inf,0,-inf,,
0000000000101110,0,-inf,0,-inf,,
0000000000101111,0,-inf,0,-inf,,
0000001000101100,0,-inf,0,-inf,,
0000001000101101,0,-inf,0,-inf,,
0000001000101110,0,-inf,0,-inf,,
0000001000101111,0,-inf,0,-inf,,
0000000100101100,0,-inf,0,-inf,,
0000000100101101,0,-inf,0,-inf,,
0000000100101110,0,-inf,0,-inf,,
0000000100101111,0,-inf,0,-inf,,
0000001100101100,1,-140.86668,1,-238.941492,,
0000001100101101,0,-inf,0,-inf,,
0000001100101110,1,-93.106737,1,-169.411987,,
0000001100101111,0,-inf,0,-inf,,
0001000000001000,1,-197.631282,1,-333.249141,,
0001000000001001,0,-inf,0,-inf,,
0001000000001010,1,-129.285673,1,-231.415935,,
0001000000001011,0,-inf,0,-inf,,
0001001000001000,1,-159.604097,1,-271.489531,,
0001001000001001,0,-inf,0,-inf,,
0001001000001010,1,-102.09305,1,-186.977288,,
0001001000001011,0,-inf,0,-inf,,
0001000100001000,1,-164.065387,1,-278.182241,,
0001000100001001,0,-inf,0,-inf,,
0001000100001010,1,-106.554339,1,-193.53888,,
0001000100001011,0,-inf,0,-inf,,
0001001100001000,1,-128.821198,1,-222.1215,,
0001001100001001,0,-inf,0,-inf,,
0001001100001010,1,-81.061255,1,-152.70752,,
0001001100001011,0,-inf,0,-inf,,
0001000000101000,1,-115.959937,1,-202.872511,,
0001000000101001,0,-inf,0,-inf,,
0001000000101010,1,-76.975988,1,-146.736527,,
0001000000101011,0,-inf,0,-inf,,
0001001000101000,1,-111.498647,1,-194.817513,,
0001001000101001,0,-inf,0,-inf,,
0001001000101010,1,-72.514699,1,-138.68153,,
0001001000101011,0,-inf,0,-inf,,
0001000100101000,1,-115.959937,1,-201.103967,,
0001000100101001,0,-inf,0,-inf,,
0001000100101010,1,-76.975988,1,-144.967983,,
0001000100101011,0,-inf,0,-inf,,
0001001100101000,1,-110.925053,1,-192.262711,,
0001001100101001,0,-inf,0,-inf,,
0001001100101010,1,-71.941104,1,-136.126728,,
0001001100101011,0,-inf,0,-inf,,
0001000000001100,1,-197.631282,1,-333.249141,,
0001000000001101,0,-inf,0,-inf,,
0001000000001110,1,-129.285673,1,-231.415935,,
0001000000001111,0,-inf,0,-inf,,
0001001000001100,1,-159.604097,1,-271.489531,,
0001001000001101,0,-inf,0,-inf,,
0001001000001110,1,-102.09305,1,-186.977288,,
0001001000001111,0,-inf,0,-inf,,
0001000100001100,1,-164.065387,1,-278.182241,,
0001000100001101,0,-inf,0,-inf,,
0001000100001110,1,-106.554339,1,-193.53888,,
0001000100001111,0,-inf,0,-inf,,
0001001100001100,1,-128.821198,1,-222.1215,,
0001001100001101,0,-inf,0,-inf,,
0001001100001110,1,-81.061255,1,-152.70752,,
0001001100001111,0,-inf,0,-inf,,
0001000000101100,0,-inf,0,-inf,,
0001000000101101,0,-inf,0,-inf,,
0001000000101110,0,-inf,0,-inf,,
0001000000101111,0,-inf,0,-inf,,
0001001000101100,0,-inf,0,-inf,,
0001001000101101,0,-inf,0,-inf,,
0001001000101110,0,-inf,0,-inf,,
0001001000101111,0,-inf,0,-inf,,
0001000100101100,0,-inf,0,-inf,,
0001000100101101,0,-inf,0,-inf,,
0001000100101110,0,-inf,0,-inf,,
0001000100101111,0,-inf,0,-inf,,
0001001100101100,1,-105.877422,1,-184.38118,,
0001001100101101,0,-inf,0,-inf,,
0001001100101110,1,-66.893473,1,-128.245197,,
0001001100101111,0,-inf,0,-inf,,
0000100000001000,1,-199.755705,1,-337.604424,,
0000100000001001,0,-inf,0,-inf,,
0000100000001010,1,-131.410097,1,-235.541245,,
0000100000001011,0,-inf,0,-inf,,
0000101000001000,1,-161.516079,1,-275.325067,,
0000101000001001,0,-inf,0,-inf,,
0000101000001010,1,-104.005031,1,-190.6111,,
0000101000001011,0,-inf,0,-inf,,
0000100100001000,1,-165.977368,1,-281.984562,,
0000100100001001,0,-inf,0,-inf,,
0000100100001010,1,-108.466321,1,-197.152952,,
0000100100001011,0,-inf,0,-inf,,
0000101100001000,1,-130.541981,1,-225.467639,,
0000101100001001,0,-inf,0,-inf,,
0000101100001010,1,-82.782038,1,-155.889,,
0000101100001011,0,-inf,0,-inf,,
0000100000101000,1,-117.508642,1,-205.869224,,
0000100000101001,0,-inf,0,-inf,,
0000100000101010,1,-78.524693,1,-149.59156,,
0000100000101011,0,-inf,0,-inf,,
0000101000101000,1,-113.047352,1,-197.80105,,
