strategy,feasible,expected_cost,expected_profit,num_states,infeasible_reason
0000001000110111,0,inf,-inf,0,Singular matrix
0000001000111000,1,347.112486,-147.112486,798,
0000001000111001,0,inf,-inf,0,Singular matrix
0000001000111010,1,299.352543,-99.352543,798,
0000001000111011,0,inf,-inf,0,Singular matrix
0000001000111100,0,inf,-inf,0,Singular matrix
0000001000111101,0,inf,-inf,0,Singular matrix
0000001000111110,0,inf,-inf,0,Singular matrix
0000001000111111,0,inf,-inf,0,Singular matrix
0000001001000000,1,294.146779,-94.146779,294,
0000001001000001,0,inf,-inf,0,Singular matrix
0000001001000010,1,263.061226,-63.061226,294,
0000001001000011,0,inf,-inf,0,Singular matrix
0000001001000100,1,294.146779,-94.146779,294,
0000001001000101,0,inf,-inf,0,Singular matrix
0000001001000110,1,263.061226,-63.061226,294,
0000001001000111,0,inf,-inf,0,Singular matrix
0000001001001000,0,inf,-inf,0,Singular matrix
0000001001001001,0,inf,-inf,0,Singular matrix
0000001001001010,0,inf,-inf,0,Singular matrix
0000001001001011,0,inf,-inf,0,Singular matrix
0000001001001100,0,inf,-inf,0,Singular matrix
0000001001001101,0,inf,-inf,0,Singular matrix
0000001001001110,0,inf,-inf,0,Singular matrix
0000001001001111,0,inf,-inf,0,Singular matrix
0000001001010000,1,294.146779,-94.146779,294,
0000001001010001,0,inf,-inf,0,Singular matrix
0000001001010010,1,263.061226,-63.061226,294,
0000001001010011,0,inf,-inf,0,Singular matrix
0000001001010100,1,294.146779,-94.146779,294,
0000001001010101,0,inf,-inf,0,Singular matrix
0000001001010110,1,263.061226,-63.061226,294,
0000001001010111,0,inf,-inf,0,Singular matrix
0000001001011000,0,inf,-inf,0,Singular matrix
0000001001011001,0,inf,-inf,0,Singular matrix
0000001001011010,0,inf,-inf,0,Singular matrix
0000001001011011,0,inf,-inf,0,Singular matrix
0000001001011100,0,inf,-inf,0,Singular matrix
0000001001011101,0,inf,-inf,0,Singular matrix
0000001001011110,0,inf,-inf,0,Singular matrix
0000001001011111,0,inf,-inf,0,Singular matrix
0000001001100000,1,250.939182,-50.939182,303,
0000001001100001,0,inf,-inf,0,Singular matrix
0000001001100010,1,233.359883,-33.359883,303,
0000001001100011,0,inf,-inf,0,Singular matrix
0000001001100100,0,inf,-inf,0,Singular matrix
0000001001100101,0,inf,-inf,0,Singular matrix
0000001001100110,0,inf,-inf,0,Singular matrix
0000001001100111,0,inf,-inf,0,Singular matrix
0000001001101000,0,inf,-inf,0,Singular matrix
0000001001101001,0,inf,-inf,0,Singular matrix
0000001001101010,0,inf,-inf,0,Singular matrix
0000001001101011,0,inf,-inf,0,Singular matrix
0000001001101100,0,inf,-inf,0,Singular matrix
0000001001101101,0,inf,-inf,0,Singular matrix
0000001001101110,0,inf,-inf,0,Singular matrix
0000001001101111,0,inf,-inf,0,Singular matrix
0000001001110000,1,250.939182,-50.939182,303,
0000001001110001,0,inf,-inf,0,Singular matrix
0000001001110010,1,233.359883,-33.359883,303,
0000001001110011,0,inf,-inf,0,Singular matrix
0000001001110100,0,inf,-inf,0,Singular matrix
0000001001110101,0,inf,-inf,0,Singular matrix
0000001001110110,0,inf,-inf,0,Singular matrix
0000001001110111,0,inf,-inf,0,Singular matrix
0000001001111000,0,inf,-inf,0,Singular matrix
0000001001111001,0,inf,-inf,0,Singular matrix
0000001001111010,0,inf,-inf,0,Singular matrix
0000001001111011,0,inf,-inf,0,Singular matrix
0000001001111100,0,inf,-inf,0,Singular matrix
0000001001111101,0,inf,-inf,0,Singular matrix
0000001001111110,0,inf,-inf,0,Singular matrix
0000001001111111,0,inf,-inf,0,Singular matrix
0000001010000000,1,294.146779,-94.146779,102,
0000001010000001,0,inf,-inf,0,Singular matrix
0000001010000010,1,263.061226,-63.061226,102,
0000001010000011,0,inf,-inf,0,Singular matrix
0000001010000100,1,294.146779,-94.146779,102,
0000001010000101,0,inf,-inf,0,Singular matrix
0000001010000110,1,263.061226,-63.061226,102,
0000001010000111,0,inf,-inf,0,Singular matrix
0000001010001000,1,294.146779,-94.146779,102,
0000001010001001,0,inf,-inf,0,Singular matrix
0000001010001010,1,263.061226,-63.061226,102,
0000001010001011,0,inf,-inf,0,Singular matrix
0000001010001100,1,294.146779,-94.146779,102,
0000001010001101,0,inf,-inf,0,Singular matrix
0000001010001110,1,263.061226,-63.061226,102,
0000001010001111,0,inf,-inf,0,Singular matrix
0000001010010000,0,inf,-inf,0,Singular matrix
0000001010010001,0,inf,-inf,0,Singular matrix
0000001010010010,0,inf,-inf,0,Singular matrix
0000001010010011,0,inf,-inf,0,Singular matrix
0000001010010100,0,inf,-inf,0,Singular matrix
0000001010010101,0,inf,-inf,0,Singular matrix
0000001010010110,0,inf,-inf,0,Singular matrix
0000001010010111,0,inf,-inf,0,Singular matrix
0000001010011000,0,inf,-inf,0,Singular matrix
0000001010011001,0,inf,-inf,0,Singular matrix
0000001010011010,0,inf,-inf,0,Singular matrix
0000001010011011,0,inf,-inf,0,Singular matrix
0000001010011100,0,inf,-inf,0,Singular matrix
0000001010011101,0,inf,-inf,0,Singular matrix
0000001010011110,0,inf,-inf,0,Singular matrix
0000001010011111,0,inf,-inf,0,Singular matrix
0000001010100000,1,250.939182,-50.939182,111,
0000001010100001,0,inf,-inf,0,Singular matrix
0000001010100010,1,233.359883,-33.359883,111,
0000001010100011,0,inf,-inf,0,Singular matrix
0000001010100100,0,inf,-inf,0,Singular matrix
0000001010100101,0,inf,-inf,0,Singular matrix
0000001010100110,0,inf,-inf,0,Singular matrix
0000001010100111,0,inf,-inf,0,Singular matrix
0000001010101000,1,250.939182,-50.939182,111,
0000001010101001,0,inf,-inf,0,Singular matrix
0000001010101010,1,233.359883,-33.359883,111,
0000001010101011,0,inf,-inf,0,Singular matrix
0000001010101100,0,inf,-inf,0,Singular matrix
0000001010101101,0,inf,-inf,0,Singular matrix
0000001010101110,0,inf,-inf,0,Singular matrix
0000001010101111,0,inf,-inf,0,Singular matrix
0000001010110000,0,inf,-inf,0,Singular matrix
0000001010110001,0,inf,-inf,0,Singular matrix
0000001010110010,0,inf,-inf,0,Singular matrix
0000001010110011,0,inf,-inf,0,Singular matrix
0000001010110100,0,inf,-inf,0,Singular matrix
0000001010110101,0,inf,-inf,0,Singular matrix
0000001010110110,0,inf,-inf,0,Singular matrix
0000001010110111,0,inf,-inf,0,Singular matrix
0000001010111000,0,inf,-inf,0,Singular matrix
0000001010111001,0,inf,-inf,0,Singular matrix
0000001010111010,0,inf,-inf,0,Singular matrix
0000001010111011,0,inf,-inf,0,Singular matrix
0000001010111100,0,inf,-inf,0,Singular matrix
0000001010111101,0,inf,-inf,0,Singular matrix
0000001010111110,0,inf,-inf,0,Singular matrix
0000001010111111,0,inf,-inf,0,Singular matrix
0000001011000000,1,209.166992,-9.166992,55,
0000001011000001,0,inf,-inf,0,Singular matrix
0000001011000010,1,202.52776,-2.52776,55,
0000001011000011,0,inf,-inf,0,Singular matrix
0000001011000100,1,209.166992,-9.166992,55,
0000001011000101,0,inf,-inf,0,Singular matrix
0000001011000110,1,202.52776,-2.52776,55,
0000001011000111,0,inf,-inf,0,Singular matrix
0000001011001000,0,inf,-inf,0,Singular matrix
0000001011001001,0,inf,-inf,0,Singular matrix
0000001011001010,0,inf,-inf,0,Singular matrix
0000001011001011,0,inf,-inf,0,Singular matrix
0000001011001100,0,inf,-inf,0,Singular matrix
0000001011001101,0,inf,-inf,0,Singular matrix
0000001011001110,0,inf,-inf,0,Singular matrix
0000001011001111,0,inf,-inf,0,Singular matrix
0000001011010000,0,inf,-inf,0,Singular matrix
0000001011010001,0,inf,-inf,0,Singular matrix
0000001011010010,0,inf,-inf,0,Singular matrix
0000001011010011,0,inf,-inf,0,Singular matrix
0000001011010100,0,inf,-inf,0,Singular matrix
0000001011010101,0,inf,-inf,0,Singular matrix
0000001011010110,0,inf,-inf,0,Singular matrix
0000001011010111,0,inf,-inf,0,Singular matrix
0000001011011000,0,inf,-inf,0,Singular matrix
0000001011011001,0,inf,-inf,0,Singular matrix
0000001011011010,0,inf,-inf,0,Singular matrix
0000001011011011,0,inf,-inf,0,Singular matrix
0000001011011100,0,inf,-inf,0,Singular matrix
0000001011011101,0,inf,-inf,0,Singular matrix
0000001011011110,0,inf,-inf,0,Singular matrix
0000001011011111,0,inf,-inf,0,Singular matrix
0000001011100000,1,175.131162,24.868838,56,
0000001011100001,1,160.06249,39.93751,56,
0000001011100010,1,177.353384,22.646616,56,
0000001011100011,1,162.284713,37.715287,56,
0000001011100100,0,inf,-inf,0,Singular matrix
0000001011100101,0,inf,-inf,0,Singular matrix
0000001011100110,0,inf,-inf,0,Singular matrix
0000001011100111,0,inf,-inf,0,Singular matrix
0000001011101000,0,inf,-inf,0,Singular matrix
0000001011101001,0,inf,-inf,0,Singular matrix
0000001011101010,0,inf,-inf,0,Singular matrix
0000001011101011,0,inf,-inf,0,Singular matrix
0000001011101100,0,inf,-inf,0,Singular matrix
0000001011101101,0,inf,-inf,0,Singular matrix
0000001011101110,0,inf,-inf,0,Singular matrix
0000001011101111,0,inf,-inf,0,Singular matrix
0000001011110000,0,inf,-inf,0,Singular matrix
0000001011110001,0,inf,-inf,0,Singular matrix
0000001011110010,0,inf,-inf,0,Singular matrix
0000001011110011,0,inf,-inf,0,Singular matrix
0000001011110100,0,inf,-inf,0,Singular matrix
0000001011110101,0,inf,-inf,0,Singular matrix
0000001011110110,0,inf,-inf,0,Singular matrix
0000001011110111,0,inf,-inf,0,Singular matrix
0000001011111000,0,inf,-inf,0,Singular matrix
0000001011111001,0,inf,-inf,0,Singular matrix
0000001011111010,0,inf,-inf,0,Singular matrix
0000001011111011,0,inf,-inf,0,Singular matrix
0000001011111100,0,inf,-inf,0,Singular matrix
0000001011111101,0,inf,-inf,0,Singular matrix
0000001011111110,0,inf,-inf,0,Singular matrix
0000001011111111,0,inf,-inf,0,Singular matrix
0000001100000000,1,365.977368,-165.977368,555,
0000001100000001,0,inf,-inf,0,Singular matrix
0000001100000010,1,308.466321,-108.466321,555,
0000001100000011,0,inf,-inf,0,Singular matrix
0000001100000100,1,365.977368,-165.977368,555,
0000001100000101,0,inf,-inf,0,Singular matrix
0000001100000110,1,308.466321,-108.466321,555,
0000001100000111,0,inf,-inf,0,Singular matrix
0000001100001000,1,365.977368,-165.977368,555,
0000001100001001,0,inf,-inf,0,Singular matrix
0000001100001010,1,308.466321,-108.466321,555,
0000001100001011,0,inf,-inf,0,Singular matrix
0000001100001100,1,365.977368,-165.977368,555,
0000001100001101,0,inf,-inf,0,Singular matrix
0000001100001110,1,308.466321,-108.466321,555,
0000001100001111,0,inf,-inf,0,Singular matrix
0000001100010000,1,365.977368,-165.977368,555,
0000001100010001,0,inf,-inf,0,Singular matrix
0000001100010010,1,308.466321,-108.466321,555,
0000001100010011,0,inf,-inf,0,Singular matrix
0000001100010100,1,365.977368,-165.977368,555,
0000001100010101,0,inf,-inf,0,Singular matrix
0000001100010110,1,308.466321,-108.466321,555,
0000001100010111,0,inf,-inf,0,Singular matrix
0000001100011000,1,365.977368,-165.977368,555,
0000001100011001,0,inf,-inf,0,Singular matrix
0000001100011010,1,308.466321,-108.466321,555,
0000001100011011,0,inf,-inf,0,Singular matrix
0000001100011100,1,365.977368,-165.977368,555,
0000001100011101,0,inf,-inf,0,Singular matrix
0000001100011110,1,308.466321,-108.466321,555,
0000001100011111,0,inf,-inf,0,Singular matrix
0000001100100000,1,346.475159,-146.475159,636,
0000001100100001,0,inf,-inf,0,Singular matrix
0000001100100010,1,298.715216,-98.715216,636,
0000001100100011,0,inf,-inf,0,Singular matrix
0000001100100100,1,340.86668,-140.86668,636,
0000001100100101,0,inf,-inf,0,Singular matrix
0000001100100110,1,293.106737,-93.106737,636,
0000001100100111,0,inf,-inf,0,Singular matrix
0000001100101000,1,346.475159,-146.475159,636,
0000001100101001,0,inf,-inf,0,Singular matrix
0000001100101010,1,298.715216,-98.715216,636,
0000001100101011,0,inf,-inf,0,Singular matrix
0000001100101100,1,340.86668,-140.86668,636,
0000001100101101,0,inf,-inf,0,Singular matrix
0000001100101110,1,293.106737,-93.106737,636,
0000001100101111,0,inf,-inf,0,Singular matrix
0000001100110000,1,346.475159,-146.475159,636,
0000001100110001,0,inf,-inf,0,Singular matrix
0000001100110010,1,298.715216,-98.715216,636,
0000001100110011,0,inf,-inf,0,Singular matrix
0000001100110100,1,340.86668,-140.86668,636,
0000001100110101,0,inf,-inf,0,Singular matrix
0000001100110110,1,293.106737,-93.106737,636,
0000001100110111,0,inf,-inf,0,Singular matrix
0000001100111000,1,346.475159,-146.475159,636,
0000001100111001,0,inf,-inf,0,Singular matrix
0000001100111010,1,298.715216,-98.715216,636,
0000001100111011,0,inf,-inf,0,Singular matrix
0000001100111100,1,340.86668,-140.86668,636,
0000001100111101,0,inf,-inf,0,Singular matrix
0000001100111110,1,293.106737,-93.106737,636,
0000001100111111,0,inf,-inf,0,Singular matrix
0000001101000000,1,267.422506,-67.422506,276,
0000001101000001,0,inf,-inf,0,Singular matrix
0000001101000010,1,243.445508,-43.445508,276,
0000001101000011,0,inf,-inf,0,Singular matrix
0000001101000100,1,267.422506,-67.422506,276,
0000001101000101,0,inf,-inf,0,Singular matrix
0000001101000110,1,243.445508,-43.445508,276,
0000001101000111,0,inf,-inf,0,Singular matrix
0000001101001000,0,inf,-inf,0,Singular matrix
0000001101001001,0,inf,-inf,0,Singular matrix
0000001101001010,0,inf,-inf,0,Singular matrix
0000001101001011,0,inf,-inf,0,Singular matrix
0000001101001100,0,inf,-inf,0,Singular matrix
0000001101001101,0,inf,-inf,0,Singular matrix
0000001101001110,0,inf,-inf,0,Singular matrix
0000001101001111,0,inf,-inf,0,Singular matrix
0000001101010000,1,267.422506,-67.422506,276,
0000001101010001,0,inf,-inf,0,Singular matrix
0000001101010010,1,243.445508,-43.445508,276,
0000001101010011,0,inf,-inf,0,Singular matrix
0000001101010100,1,267.422506,-67.422506,276,
0000001101010101,0,inf,-inf,0,Singular matrix
0000001101010110,1,243.445508,-43.445508,276,
0000001101010111,0,inf,-inf,0,Singular matrix
0000001101011000,0,inf,-inf,0,Singular matrix
0000001101011001,0,inf,-inf,0,Singular matrix
0000001101011010,0,inf,-inf,0,Singular matrix
0000001101011011,0,inf,-inf,0,Singular matrix
0000001101011100,0,inf,-inf,0,Singular matrix
0000001101011101,0,inf,-inf,0,Singular matrix
0000001101011110,0,inf,-inf,0,Singular matrix
0000001101011111,0,inf,-inf,0,Singular matrix
0000001101100000,1,250.521031,-50.521031,285,
0000001101100001,0,inf,-inf,0,Singular matrix
0000001101100010,1,232.941733,-32.941733,285,
0000001101100011,0,inf,-inf,0,Singular matrix
0000001101100100,1,246.841308,-46.841308,285,
0000001101100101,0,inf,-inf,0,Singular matrix
0000001101100110,1,229.26201,-29.26201,285,
0000001101100111,0,inf,-inf,0,Singular matrix
0000001101101000,0,inf,-inf,0,Singular matrix
0000001101101001,0,inf,-inf,0,Singular matrix
0000001101101010,0,inf,-inf,0,Singular matrix
0000001101101011,0,inf,-inf,0,Singular matrix
0000001101101100,0,inf,-inf,0,Singular matrix
0000001101101101,0,inf,-inf,0,Singular matrix
0000001101101110,0,inf,-inf,0,Singular matrix
0000001101101111,0,inf,-inf,0,Singular matrix
0000001101110000,1,250.521031,-50.521031,285,
0000001101110001,0,inf,-inf,0,Singular matrix
0000001101110010,1,232.941733,-32.941733,285,
0000001101110011,0,inf,-inf,0,Singular matrix
0000001101110100,1,246.841308,-46.841308,285,
0000001101110101,0,inf,-inf,0,Singular matrix
0000001101110110,1,229.26201,-29.26201,285,
0000001101110111,0,inf,-inf,0,Singular matrix
0000001101111000,0,inf,-inf,0,Singular matrix
0000001101111001,0,inf,-inf,0,Singular matrix
0000001101111010,0,inf,-inf,0,Singular matrix
0000001101111011,0,inf,-inf,0,Singular matrix
0000001101111100,0,inf,-inf,0,Singular matrix
0000001101111101,0,inf,-inf,0,Singular matrix
0000001101111110,0,inf,-inf,0,Singular matrix
0000001101111111,0,inf,-inf,0,Singular matrix
0000001110000000,1,267.422506,-67.422506,84,
0000001110000001,0,inf,-inf,0,Singular matrix
0000001110000010,1,243.445508,-43.445508,84,
0000001110000011,0,inf,-inf,0,Singular matrix
0000001110000100,1,267.422506,-67.422506,84,
0000001110000101,0,inf,-inf,0,Singular matrix
0000001110000110,1,243.445508,-43.445508,84,
0000001110000111,0,inf,-inf,0,Singular matrix
0000001110001000,1,267.422506,-67.422506,84,
0000001110001001,0,inf,-inf,0,Singular matrix
0000001110001010,1,243.445508,-43.445508,84,
0000001110001011,0,inf,-inf,0,Singular matrix
0000001110001100,1,267.422506,-67.422506,84,
0000001110001101,0,inf,-inf,0,Singular matrix
0000001110001110,1,243.445508,-43.445508,84,
0000001110001111,0,inf,-inf,0,Singular matrix
0000001110010000,0,inf,-inf,0,Singular matrix
0000001110010001,0,inf,-inf,0,Singular matrix
0000001110010010,0,inf,-inf,0,Singular matrix
0000001110010011,0,inf,-inf,0,Singular matrix
0000001110010100,0,inf,-inf,0,Singular matrix
0000001110010101,0,inf,-inf,0,Singular matrix
0000001110010110,0,inf,-inf,0,Singular matrix
0000001110010111,0,inf,-inf,0,Singular matrix
0000001110011000,0,inf,-inf,0,Singular matrix
0000001110011001,0,inf,-inf,0,Singular matrix
0000001110011010,0,inf,-inf,0,Singular matrix
0000001110011011,0,inf,-inf,0,Singular matrix
0000001110011100,0,inf,-inf,0,Singular matrix
0000001110011101,0,inf,-inf,0,Singular matrix
0000001110011110,0,inf,-inf,0,Singular matrix
0000001110011111,0,inf,-inf,0,Singular matrix
0000001110100000,1,250.521031,-50.521031,93,
0000001110100001,0,inf,-inf,0,Singular matrix
0000001110100010,1,232.941733,-32.941733,93,
0000001110100011,0,inf,-inf,0,Singular matrix
0000001110100100,1,246.841308,-46.841308,93,
0000001110100101,0,inf,-inf,0,Singular matrix
0000001110100110,1,229.26201,-29.26201,93,
0000001110100111,0,inf,-inf,0,Singular matrix
0000001110101000,1,250.521031,-50.521031,93,
0000001110101001,0,inf,-inf,0,Singular matrix
0000001110101010,1,232.941733,-32.941733,93,
0000001110101011,0,inf,-inf,0,Singular matrix
0000001110101100,1,246.841308,-46.841308,93,
0000001110101101,0,inf,-inf,0,Singular matrix
0000001110101110,1,229.26201,-29.26201,93,
0000001110101111,0,inf,-inf,0,Singular matrix
0000001110110000,0,inf,-inf,0,Singular matrix
0000001110110001,0,inf,-inf,0,Singular matrix
0000001110110010,0,inf,-inf,0,Singular matrix
0000001110110011,0,inf,-inf,0,Singular matrix
0000001110110100,0,inf,-inf,0,Singular matrix
0000001110110101,0,inf,-inf,0,Singular matrix
0000001110110110,0,inf,-inf,0,Singular matrix
0000001110110111,0,inf,-inf,0,Singular matrix
0000001110111000,0,inf,-inf,0,Singular matrix
0000001110111001,0,inf,-inf,0,Singular matrix
0000001110111010,0,inf,-inf,0,Singular matrix
0000001110111011,0,inf,-inf,0,Singular matrix
0000001110111100,0,inf,-inf,0,Singular matrix
0000001110111101,0,inf,-inf,0,Singular matrix
0000001110111110,0,inf,-inf,0,Singular matrix
0000001110111111,0,inf,-inf,0,Singular matrix
0000001111000000,1,188.639868,11.360132,53,
0000001111000001,0,inf,-inf,0,Singular matrix
0000001111000010,1,186.664559,13.335441,53,
0000001111000011,0,inf,-inf,0,Singular matrix
0000001111000100,1,188.639868,11.360132,53,
0000001111000101,0,inf,-inf,0,Singular matrix
0000001111000110,1,186.664559,13.335441,53,
0000001111000111,0,inf,-inf,0,Singular matrix
0000001111001000,0,inf,-inf,0,Singular matrix
0000001111001001,0,inf,-inf,0,Singular matrix
0000001111001010,0,inf,-inf,0,Singular matrix
0000001111001011,0,inf,-inf,0,Singular matrix
0000001111001100,0,inf,-inf,0,Singular matrix
0000001111001101,0,inf,-inf,0,Singular matrix
0000001111001110,0,inf,-inf,0,Singular matrix
0000001111001111,0,inf,-inf,0,Singular matrix
0000001111010000,0,inf,-inf,0,Singular matrix
