strategy,feasible,expected_profit,expected_cost
0000010000100001,0,,
0000010000100010,1,-82.138338,282.138338
0000010000100011,0,,
0000010000100100,0,,
0000010000100101,0,,
0000010000100110,0,,
0000010000100111,0,,
0000010000101000,1,-121.122287,321.122287
0000010000101001,0,,
0000010000101010,1,-82.138338,282.138338
0000010000101011,0,,
0000010000101100,0,,
0000010000101101,0,,
0000010000101110,0,,
0000010000101111,0,,
0000010000110000,1,-121.122287,321.122287
0000010000110001,0,,
0000010000110010,1,-82.138338,282.138338
0000010000110011,0,,
0000010000110100,0,,
0000010000110101,0,,
0000010000110110,0,,
0000010000110111,0,,
0000010000111000,1,-121.122287,321.122287
0000010000111001,0,,
0000010000111010,1,-82.138338,282.138338
0000010000111011,0,,
0000010000111100,0,,
0000010000111101,0,,
0000010000111110,0,,
0000010000111111,0,,
0000010001000000,1,-125.919943,325.919943
0000010001000001,0,,
0000010001000010,1,-86.935995,286.935995
0000010001000011,0,,
0000010001000100,1,-125.919943,325.919943
0000010001000101,0,,
0000010001000110,1,-86.935995,286.935995
0000010001000111,0,,
0000010001001000,0,,
0000010001001001,0,,
0000010001001010,0,,
0000010001001011,0,,
0000010001001100,0,,
0000010001001101,0,,
0000010001001110,0,,
0000010001001111,0,,
0000010001010000,1,-125.919943,325.919943
0000010001010001,0,,
0000010001010010,1,-86.935995,286.935995
0000010001010011,0,,
0000010001010100,1,-125.919943,325.919943
0000010001010101,0,,
0000010001010110,1,-86.935995,286.935995
0000010001010111,0,,
0000010001011000,0,,
0000010001011001,0,,
0000010001011010,0,,
0000010001011011,0,,
0000010001011100,0,,
0000010001011101,0,,
0000010001011110,0,,
0000010001011111,0,,
0000010001100000,1,-53.675227,253.675227
0000010001100001,0,,
0000010001100010,1,-36.095928,236.095928
0000010001100011,0,,
0000010001100100,0,,
0000010001100101,0,,
0000010001100110,0,,
0000010001100111,0,,
0000010001101000,0,,
0000010001101001,0,,
0000010001101010,0,,
0000010001101011,0,,
0000010001101100,0,,
0000010001101101,0,,
0000010001101110,0,,
0000010001101111,0,,
0000010001110000,1,-53.675227,253.675227
0000010001110001,0,,
0000010001110010,1,-36.095928,236.095928
0000010001110011,0,,
0000010001110100,0,,
0000010001110101,0,,
0000010001110110,0,,
0000010001110111,0,,
0000010001111000,0,,
0000010001111001,0,,
0000010001111010,0,,
0000010001111011,0,,
0000010001111100,0,,
0000010001111101,0,,
0000010001111110,0,,
0000010001111111,0,,
0000010010000000,1,-97.39906,297.39906
0000010010000001,0,,
0000010010000010,1,-66.313506,266.313506
0000010010000011,0,,
0000010010000100,1,-97.39906,297.39906
0000010010000101,0,,
0000010010000110,1,-66.313506,266.313506
0000010010000111,0,,
0000010010001000,1,-97.39906,297.39906
0000010010001001,0,,
0000010010001010,1,-66.313506,266.313506
0000010010001011,0,,
0000010010001100,1,-97.39906,297.39906
0000010010001101,0,,
0000010010001110,1,-66.313506,266.313506
0000010010001111,0,,
0000010010010000,0,,
0000010010010001,0,,
0000010010010010,0,,
0000010010010011,0,,
0000010010010100,0,,
0000010010010101,0,,
0000010010010110,0,,
0000010010010111,0,,
0000010010011000,0,,
0000010010011001,0,,
0000010010011010,0,,
0000010010011011,0,,
0000010010011100,0,,
0000010010011101,0,,
0000010010011110,0,,
0000010010011111,0,,
0000010010100000,1,-30.191544,230.191544
0000010010100001,0,,
0000010010100010,1,-18.370175,218.370175
0000010010100011,0,,
0000010010100100,0,,
0000010010100101,0,,
0000010010100110,0,,
0000010010100111,0,,
0000010010101000,1,-30.191544,230.191544
0000010010101001,0,,
0000010010101010,1,-18.370175,218.370175
0000010010101011,0,,
0000010010101100,0,,
0000010010101101,0,,
0000010010101110,0,,
0000010010101111,0,,
0000010010110000,0,,
0000010010110001,0,,
0000010010110010,0,,
0000010010110011,0,,
0000010010110100,0,,
0000010010110101,0,,
0000010010110110,0,,
0000010010110111,0,,
0000010010111000,0,,
0000010010111001,0,,
0000010010111010,0,,
0000010010111011,0,,
0000010010111100,0,,
0000010010111101,0,,
0000010010111110,0,,
0000010010111111,0,,
0000010011000000,1,-33.339286,233.339286
0000010011000001,0,,
0000010011000010,1,-21.517918,221.517918
0000010011000011,0,,
0000010011000100,1,-33.339286,233.339286
0000010011000101,0,,
0000010011000110,1,-21.517918,221.517918
0000010011000111,0,,
0000010011001000,0,,
0000010011001001,0,,
0000010011001010,0,,
0000010011001011,0,,
0000010011001100,0,,
0000010011001101,0,,
0000010011001110,0,,
0000010011001111,0,,
0000010011010000,0,,
0000010011010001,0,,
0000010011010010,0,,
0000010011010011,0,,
0000010011010100,0,,
0000010011010101,0,,
0000010011010110,0,,
0000010011010111,0,,
0000010011011000,0,,
0000010011011001,0,,
0000010011011010,0,,
0000010011011011,0,,
0000010011011100,0,,
0000010011011101,0,,
0000010011011110,0,,
0000010011011111,0,,
0000010011100000,1,23.073718,176.926282
0000010011100001,1,38.321902,161.678098
0000010011100010,1,20.851496,179.148504
0000010011100011,1,36.09968,163.90032
0000010011100100,0,,
0000010011100101,0,,
0000010011100110,0,,
0000010011100111,0,,
0000010011101000,0,,
0000010011101001,0,,
0000010011101010,0,,
0000010011101011,0,,
0000010011101100,0,,
0000010011101101,0,,
0000010011101110,0,,
0000010011101111,0,,
0000010011110000,0,,
0000010011110001,0,,
0000010011110010,0,,
0000010011110011,0,,
0000010011110100,0,,
0000010011110101,0,,
0000010011110110,0,,
0000010011110111,0,,
0000010011111000,0,,
0000010011111001,0,,
0000010011111010,0,,
0000010011111011,0,,
0000010011111100,0,,
0000010011111101,0,,
0000010011111110,0,,
0000010011111111,0,,
0000010100000000,1,-170.438658,370.438658
0000010100000001,0,,
0000010100000010,1,-112.927611,312.927611
0000010100000011,0,,
0000010100000100,1,-170.438658,370.438658
0000010100000101,0,,
0000010100000110,1,-112.927611,312.927611
0000010100000111,0,,
0000010100001000,1,-170.438658,370.438658
0000010100001001,0,,
0000010100001010,1,-112.927611,312.927611
0000010100001011,0,,
0000010100001100,1,-170.438658,370.438658
0000010100001101,0,,
0000010100001110,1,-112.927611,312.927611
0000010100001111,0,,
0000010100010000,1,-170.438658,370.438658
0000010100010001,0,,
0000010100010010,1,-112.927611,312.927611
0000010100010011,0,,
0000010100010100,1,-170.438658,370.438658
0000010100010101,0,,
0000010100010110,1,-112.927611,312.927611
0000010100010111,0,,
0000010100011000,1,-170.438658,370.438658
0000010100011001,0,,
0000010100011010,1,-112.927611,312.927611
0000010100011011,0,,
0000010100011100,1,-170.438658,370.438658
0000010100011101,0,,
0000010100011110,1,-112.927611,312.927611
0000010100011111,0,,
0000010100100000,1,-121.122287,321.122287
0000010100100001,0,,
0000010100100010,1,-82.138338,282.138338
0000010100100011,0,,
0000010100100100,0,,
0000010100100101,0,,
0000010100100110,0,,
0000010100100111,0,,
0000010100101000,1,-121.122287,321.122287
0000010100101001,0,,
0000010100101010,1,-82.138338,282.138338
0000010100101011,0,,
0000010100101100,0,,
0000010100101101,0,,
0000010100101110,0,,
0000010100101111,0,,
0000010100110000,1,-121.122287,321.122287
0000010100110001,0,,
0000010100110010,1,-82.138338,282.138338
0000010100110011,0,,
0000010100110100,0,,
0000010100110101,0,,
0000010100110110,0,,
0000010100110111,0,,
0000010100111000,1,-121.122287,321.122287
0000010100111001,0,,
0000010100111010,1,-82.138338,282.138338
0000010100111011,0,,
0000010100111100,0,,
0000010100111101,0,,
0000010100111110,0,,
0000010100111111,0,,
0000010101000000,1,-96.761732,296.761732
0000010101000001,0,,
0000010101000010,1,-65.676179,265.676179
0000010101000011,0,,
0000010101000100,1,-96.761732,296.761732
0000010101000101,0,,
0000010101000110,1,-65.676179,265.676179
0000010101000111,0,,
0000010101001000,0,,
0000010101001001,0,,
0000010101001010,0,,
0000010101001011,0,,
0000010101001100,0,,
0000010101001101,0,,
0000010101001110,0,,
0000010101001111,0,,
0000010101010000,1,-96.761732,296.761732
0000010101010001,0,,
0000010101010010,1,-65.676179,265.676179
0000010101010011,0,,
0000010101010100,1,-96.761732,296.761732
0000010101010101,0,,
0000010101010110,1,-65.676179,265.676179
0000010101010111,0,,
0000010101011000,0,,
0000010101011001,0,,
0000010101011010,0,,
0000010101011011,0,,
0000010101011100,0,,
0000010101011101,0,,
0000010101011110,0,,
0000010101011111,0,,
0000010101100000,1,-53.675227,253.675227
0000010101100001,0,,
0000010101100010,1,-36.095928,236.095928
0000010101100011,0,,
0000010101100100,0,,
0000010101100101,0,,
0000010101100110,0,,
0000010101100111,0,,
0000010101101000,0,,
0000010101101001,0,,
0000010101101010,0,,
0000010101101011,0,,
0000010101101100,0,,
0000010101101101,0,,
0000010101101110,0,,
0000010101101111,0,,
0000010101110000,1,-53.675227,253.675227
0000010101110001,0,,
0000010101110010,1,-36.095928,236.095928
0000010101110011,0,,
0000010101110100,0,,
0000010101110101,0,,
0000010101110110,0,,
0000010101110111,0,,
0000010101111000,0,,
0000010101111001,0,,
0000010101111010,0,,
0000010101111011,0,,
0000010101111100,0,,
0000010101111101,0,,
0000010101111110,0,,
0000010101111111,0,,
0000010110000000,1,-70.349559,270.349559
0000010110000001,0,,
0000010110000010,1,-46.37256,246.37256
0000010110000011,0,,
0000010110000100,1,-70.349559,270.349559
0000010110000101,0,,
0000010110000110,1,-46.37256,246.37256
0000010110000111,0,,
0000010110001000,1,-70.349559,270.349559
0000010110001001,0,,
0000010110001010,1,-46.37256,246.37256
0000010110001011,0,,
0000010110001100,1,-70.349559,270.349559
0000010110001101,0,,
0000010110001110,1,-46.37256,246.37256
0000010110001111,0,,
0000010110010000,0,,
0000010110010001,0,,
0000010110010010,0,,
0000010110010011,0,,
0000010110010100,0,,
0000010110010101,0,,
0000010110010110,0,,
0000010110010111,0,,
0000010110011000,0,,
0000010110011001,0,,
0000010110011010,0,,
0000010110011011,0,,
0000010110011100,0,,
0000010110011101,0,,
0000010110011110,0,,
0000010110011111,0,,
0000010110100000,1,-30.191544,230.191544
0000010110100001,0,,
0000010110100010,1,-18.370175,218.370175
0000010110100011,0,,
0000010110100100,0,,
0000010110100101,0,,
0000010110100110,0,,
0000010110100111,0,,
0000010110101000,1,-30.191544,230.191544
0000010110101001,0,,
0000010110101010,1,-18.370175,218.370175
0000010110101011,0,,
0000010110101100,0,,
0000010110101101,0,,
0000010110101110,0,,
0000010110101111,0,,
0000010110110000,0,,
0000010110110001,0,,
0000010110110010,0,,
0000010110110011,0,,
0000010110110100,0,,
0000010110110101,0,,
0000010110110110,0,,
0000010110110111,0,,
0000010110111000,0,,
0000010110111001,0,,
0000010110111010,0,,
0000010110111011,0,,
0000010110111100,0,,
0000010110111101,0,,
0000010110111110,0,,
0000010110111111,0,,
0000010111000000,1,-10.882663,210.882663
0000010111000001,0,,
0000010111000010,1,-4.243431,204.243431
0000010111000011,0,,
0000010111000100,1,-10.882663,210.882663
0000010111000101,0,,
0000010111000110,1,-4.243431,204.243431
0000010111000111,0,,
0000010111001000,0,,
0000010111001001,0,,
0000010111001010,0,,
0000010111001011,0,,
0000010111001100,0,,
0000010111001101,0,,
0000010111001110,0,,
0000010111001111,0,,
0000010111010000,0,,
0000010111010001,0,,
0000010111010010,0,,
0000010111010011,0,,
0000010111010100,0,,
0000010111010101,0,,
0000010111010110,0,,
0000010111010111,0,,
0000010111011000,0,,
0000010111011001,0,,
0000010111011010,0,,
0000010111011011,0,,
0000010111011100,0,,
0000010111011101,0,,
0000010111011110,0,,
0000010111011111,0,,
0000010111100000,1,23.073718,176.926282
0000010111100001,1,38.321902,161.678098
0000010111100010,1,20.851496,179.148504
0000010111100011,1,36.09968,163.90032
0000010111100100,0,,
0000010111100101,0,,
0000010111100110,0,,
0000010111100111,0,,
0000010111101000,0,,
0000010111101001,0,,
0000010111101010,0,,
0000010111101011,0,,
0000010111101100,0,,
0000010111101101,0,,
0000010111101110,0,,
0000010111101111,0,,
0000010111110000,0,,
0000010111110001,0,,
0000010111110010,0,,
0000010111110011,0,,
0000010111110100,0,,
0000010111110101,0,,
0000010111110110,0,,
0000010111110111,0,,
0000010111111000,0,,
0000010111111001,0,,
0000010111111010,0,,
0000010111111011,0,,
0000010111111100,0,,
0000010111111101,0,,
0000010111111110,0,,
0000010111111111,0,,
0000011000000000,1,-165.977368,365.977368
0000011000000001,0,,
0000011000000010,1,-108.466321,308.466321
0000011000000011,0,,
0000011000000100,1,-165.977368,365.977368
0000011000000101,0,,
0000011000000110,1,-108.466321,308.466321
0000011000000111,0,,
0000011000001000,1,-165.977368,365.977368
0000011000001001,0,,
0000011000001010,1,-108.466321,308.466321
0000011000001011,0,,
0000011000001100,1,-165.977368,365.977368
0000011000001101,0,,
0000011000001110,1,-108.466321,308.466321
0000011000001111,0,,
0000011000010000,1,-165.977368,365.977368
0000011000010001,0,,
0000011000010010,1,-108.466321,308.466321
0000011000010011,0,,
0000011000010100,1,-165.977368,365.977368
0000011000010101,0,,
0000011000010110,1,-108.466321,308.466321
0000011000010111,0,,
0000011000011000,1,-165.977368,365.977368
0000011000011001,0,,
0000011000011010,1,-108.466321,308.466321
0000011000011011,0,,
0000011000011100,1,-165.977368,365.977368
0000011000011101,0,,
0000011000011110,1,-108.466321,308.466321
0000011000011111,0,,
0000011000100000,1,-116.660997,316.660997
0000011000100001,0,,
0000011000100010,1,-77.677048,277.677048
0000011000100011,0,,
0000011000100100,0,,
0000011000100101,0,,
0000011000100110,0,,
0000011000100111,0,,
0000011000101000,1,-116.660997,316.660997
0000011000101001,0,,
0000011000101010,1,-77.677048,277.677048
0000011000101011,0,,
0000011000101100,0,,
0000011000101101,0,,
0000011000101110,0,,
0000011000101111,0,,
0000011000110000,1,-116.660997,316.660997
0000011000110001,0,,
0000011000110010,1,-77.677048,277.677048
0000011000110011,0,,
0000011000110100,0,,
0000011000110101,0,,
0000011000110110,0,,
0000011000110111,0,,
0000011000111000,1,-116.660997,316.660997
0000011000111001,0,,
0000011000111010,1,-77.677048,277.677048
0000011000111011,0,,
0000011000111100,0,,
0000011000111101,0,,
0000011000111110,0,,
0000011000111111,0,,
0000011001000000,1,-93.509452,293.509452
0000011001000001,0,,
0000011001000010,1,-62.423898,262.423898
0000011001000011,0,,
0000011001000100,1,-93.509452,293.509452
0000011001000101,0,,
0000011001000110,1,-62.423898,262.423898
0000011001000111,0,,
0000011001001000,0,,
0000011001001001,0,,
0000011001001010,0,,
0000011001001011,0,,
0000011001001100,0,,
0000011001001101,0,,
0000011001001110,0,,
0000011001001111,0,,
0000011001010000,1,-93.509452,293.509452
0000011001010001,0,,
0000011001010010,1,-62.423898,262.423898
0000011001010011,0,,
0000011001010100,1,-93.509452,293.509452
0000011001010101,0,,
0000011001010110,1,-62.423898,262.423898
0000011001010111,0,,
0000011001011000,0,,
0000011001011001,0,,
0000011001011010,0,,
0000011001011011,0,,
0000011001011100,0,,
0000011001011101,0,,
0000011001011110,0,,
0000011001011111,0,,
0000011001100000,1,-50.422947,250.422947
0000011001100001,0,,
0000011001100010,1,-32.843648,232.843648
0000011001100011,0,,
0000011001100100,0,,
0000011001100101,0,,
0000011001100110,0,,
0000011001100111,0,,
0000011001101000,0,,
0000011001101001,0,,
0000011001101010,0,,
0000011001101011,0,,
0000011001101100,0,,
0000011001101101,0,,
0000011001101110,0,,
0000011001101111,0,,
0000011001110000,1,-50.422947,250.422947
0000011001110001,0,,
0000011001110010,1,-32.843648,232.843648
0000011001110011,0,,
0000011001110100,0,,
0000011001110101,0,,
0000011001110110,0,,
0000011001110111,0,,
0000011001111000,0,,
0000011001111001,0,,
0000011001111010,0,,
0000011001111011,0,,
0000011001111100,0,,
0000011001111101,0,,
0000011001111110,0,,
0000011001111111,0,,
0000011010000000,1,-67.422506,267.422506
0000011010000001,0,,
0000011010000010,1,-43.445508,243.445508
0000011010000011,0,,
0000011010000100,1,-67.422506,267.422506
0000011010000101,0,,
0000011010000110,1,-43.445508,243.445508
0000011010000111,0,,
0000011010001000,1,-67.422506,267.422506
0000011010001001,0,,
0000011010001010,1,-43.445508,243.445508
0000011010001011,0,,
0000011010001100,1,-67.422506,267.422506
0000011010001101,0,,
0000011010001110,1,-43.445508,243.445508
0000011010001111,0,,
0000011010010000,0,,
0000011010010001,0,,
0000011010010010,0,,
0000011010010011,0,,
0000011010010100,0,,
0000011010010101,0,,
0000011010010110,0,,
0000011010010111,0,,
0000011010011000,0,,
0000011010011001,0,,
0000011010011010,0,,
0000011010011011,0,,
0000011010011100,0,,
0000011010011101,0,,
0000011010011110,0,,
0000011010011111,0,,
0000011010100000,1,-27.264492,227.264492
0000011010100001,0,,
0000011010100010,1,-15.443123,215.443123
0000011010100011,0,,
0000011010100100,0,,
0000011010100101,0,,
0000011010100110,0,,
0000011010100111,0,,
0000011010101000,1,-27.264492,227.264492
0000011010101001,0,,
0000011010101010,1,-15.443123,215.443123
0000011010101011,0,,
0000011010101100,0,,
0000011010101101,0,,
0000011010101110,0,,
0000011010101111,0,,
0000011010110000,0,,
0000011010110001,0,,
0000011010110010,0,,
0000011010110011,0,,
0000011010110100,0,,
0000011010110101,0,,
0000011010110110,0,,
0000011010110111,0,,
0000011010111000,0,,
0000011010111001,0,,
0000011010111010,0,,
0000011010111011,0,,
0000011010111100,0,,
0000011010111101,0,,
0000011010111110,0,,
0000011010111111,0,,
0000011011000000,1,-8.748842,208.748842
0000011011000001,0,,
0000011011000010,1,-2.10961,202.10961
0000011011000011,0,,
0000011011000100,1,-8.748842,208.748842
0000011011000101,0,,
0000011011000110,1,-2.10961,202.10961
0000011011000111,0,,
0000011011001000,0,,
0000011011001001,0,,
0000011011001010,0,,
0000011011001011,0,,
0000011011001100,0,,
0000011011001101,0,,
0000011011001110,0,,
0000011011001111,0,,
0000011011010000,0,,
0000011011010001,0,,
0000011011010010,0,,
0000011011010011,0,,
0000011011010100,0,,
0000011011010101,0,,
